age,workclass,fnlwgt,education,educational-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country
56,4,403072,15,10,2,2,0,0,0,0,0,50,38
30,0,59951,15,10,2,0,3,0,0,0,0,40,38
41,2,217902,11,9,2,3,0,0,0,0,0,40,38
20,1,194630,15,10,4,7,1,0,0,0,0,40,38
54,4,108933,11,9,2,2,0,0,0,0,0,35,38
40,2,154374,11,9,2,6,0,0,0,0,0,40,38
40,2,139193,11,9,0,6,1,0,0,0,1980,48,38
22,5,134192,15,10,4,12,3,0,1,0,0,10,38
33,3,137421,11,9,2,11,0,1,0,0,0,45,34
34,2,128016,12,14,0,3,1,0,1,2202,0,40,38
43,2,37402,12,14,4,3,1,0,1,0,0,25,38
22,2,252570,15,10,2,3,5,0,1,0,0,40,38
25,2,312157,15,10,4,9,1,0,1,0,0,40,38
30,2,159442,11,9,4,0,1,0,1,0,0,35,20
17,2,209650,2,8,4,7,3,0,0,0,0,20,38
45,1,203322,15,10,0,0,1,0,1,0,0,38,38
20,2,41721,15,10,4,6,1,0,0,0,0,40,38
34,4,236391,1,7,2,11,5,0,1,0,0,30,38
38,2,108293,8,11,0,0,4,0,1,0,0,38,38
31,2,73514,11,9,4,11,3,1,1,0,0,40,38
41,2,343121,11,9,0,0,4,0,1,0,0,36,38
27,2,95465,15,10,2,13,0,0,0,0,0,55,38
20,2,239577,15,10,4,5,3,0,0,0,0,40,38
22,2,333838,11,9,4,0,1,0,0,0,0,40,38
35,2,187167,11,9,0,7,1,0,1,0,0,35,38
55,2,342121,11,9,4,3,1,0,0,0,0,54,38
32,2,171637,15,10,4,0,3,0,1,0,0,40,38
26,2,292803,15,10,4,7,3,0,1,0,0,24,38
41,2,303510,11,9,2,3,0,0,0,0,0,40,38
41,4,95708,12,14,4,3,1,1,0,0,0,45,38
45,2,277434,15,10,0,0,1,0,0,0,0,50,38
53,5,195922,12,14,0,9,1,0,1,0,0,40,38
45,2,185397,7,12,0,2,1,0,0,0,0,40,38
30,2,163003,9,13,4,3,3,1,1,0,0,52,35
19,2,249609,15,10,4,10,3,0,0,0,0,8,38
33,2,183017,11,9,2,10,0,0,0,0,0,32,38
49,2,47403,9,13,4,0,1,0,1,0,0,40,38
34,2,271933,9,13,4,3,2,0,1,0,1741,45,38
43,2,216497,9,13,0,0,4,0,1,0,0,40,10
70,3,207938,15,10,4,3,1,0,0,0,0,5,38
30,2,337908,7,12,2,0,5,1,1,0,0,20,38
20,2,385077,2,8,4,6,3,0,0,0,0,40,38
38,2,197113,15,10,0,0,4,1,1,0,0,20,38
25,5,120268,15,10,2,2,3,0,0,0,0,50,38
26,2,282142,8,11,2,3,5,0,1,0,0,40,38
29,2,423158,15,10,4,12,1,0,1,0,0,40,38
24,2,177526,8,11,4,2,3,0,0,0,0,40,38
41,4,170785,2,8,0,2,4,0,0,0,0,40,38
22,2,56582,11,9,4,4,1,0,0,0,0,50,38
31,2,25216,9,13,0,3,4,0,1,0,0,40,38
19,2,292136,15,10,4,12,1,0,1,0,0,30,38
28,2,217200,11,9,4,6,1,0,0,0,0,50,38
24,2,216129,11,9,4,2,3,0,0,0,1408,50,38
37,5,122493,11,9,2,10,0,0,0,0,0,55,38
19,2,43003,15,10,4,7,3,0,0,0,0,20,38
18,2,183011,15,10,4,7,3,1,1,0,0,15,13
31,2,189759,11,9,4,4,1,0,0,0,2001,40,38
31,2,113129,11,9,2,11,0,0,0,0,0,40,38
32,2,152940,15,10,2,11,0,0,0,0,0,40,38
24,2,187031,12,14,4,11,4,1,1,0,0,38,38
30,2,156718,15,10,5,0,1,0,1,0,0,40,38
33,5,296282,11,9,2,2,0,0,0,0,0,40,38
18,2,301948,11,9,4,10,3,0,0,34095,0,3,38
62,2,345780,8,11,0,7,1,0,0,0,0,40,38
47,4,242519,11,9,2,3,0,0,0,0,0,50,38
34,2,136862,3,2,4,7,2,0,1,0,0,40,12
31,2,137814,15,10,0,11,3,0,1,0,0,30,38
41,2,165798,4,3,0,7,4,0,1,0,0,40,32
35,2,113152,11,9,2,6,0,0,0,0,0,40,38
65,1,254413,15,10,0,3,1,0,1,0,0,40,38
55,2,104996,5,4,2,2,0,0,0,0,0,10,38
29,2,180271,11,9,4,12,3,0,0,0,0,40,38
22,2,68678,11,9,2,11,0,1,0,0,0,40,38
23,2,285775,11,9,4,10,2,0,0,0,0,42,38
34,2,111589,0,6,4,7,4,1,1,0,0,40,22
23,2,302195,9,13,2,9,0,0,0,0,0,40,38
36,3,116133,11,9,2,13,0,0,0,0,0,57,38
27,2,74883,9,13,4,12,1,1,1,0,0,40,29
37,2,94334,5,4,4,6,3,0,1,0,0,25,38
60,2,276009,11,9,2,7,0,1,0,0,0,30,29
26,2,68991,11,9,4,7,4,1,0,0,0,40,38
52,2,308764,15,10,0,3,4,0,1,0,0,40,38
38,0,48123,15,10,0,3,1,0,1,0,0,40,38
31,2,283268,9,13,4,9,4,0,1,0,0,36,38
33,2,96635,15,10,4,11,1,1,0,0,0,26,34
52,2,145155,11,9,6,0,1,0,1,0,0,40,38
19,2,236396,1,7,4,5,1,0,0,0,0,40,38
30,2,202450,11,9,0,2,3,0,0,0,0,40,38
43,2,170230,11,9,5,0,4,0,1,0,0,40,38
20,2,193130,15,10,4,0,3,0,1,0,0,30,38
22,5,24395,15,10,2,0,5,0,1,0,0,20,38
46,0,195023,15,10,5,0,4,0,1,0,0,40,38
28,2,328949,14,15,2,9,0,0,0,0,0,60,38
20,2,88231,15,10,4,0,1,0,1,0,0,40,38
35,2,399455,11,9,3,7,4,0,1,0,0,52,38
27,2,253814,11,9,4,0,1,0,0,0,0,38,38
35,2,403037,11,9,5,0,4,0,1,0,0,40,38
57,2,61298,4,3,5,6,2,0,1,0,0,40,6
19,4,36012,11,9,4,2,3,0,0,0,0,40,38
57,2,207604,5,4,6,7,1,0,1,0,0,40,38
17,2,295991,0,6,4,0,3,0,1,0,0,20,38
18,2,169652,1,7,4,7,3,0,1,0,0,12,38
66,1,188220,11,9,6,0,4,0,1,0,0,35,38
21,2,292264,11,9,4,2,1,0,0,0,0,35,38
54,2,118108,11,9,2,2,0,1,0,0,0,40,38
27,1,199172,11,9,2,10,5,0,1,0,0,40,38
37,2,185359,11,9,2,0,0,0,0,0,0,40,38
18,2,329054,1,7,4,0,3,0,1,0,0,15,38
18,2,310175,2,8,4,7,3,0,1,0,0,12,38
20,2,637080,15,10,4,11,1,0,0,0,0,25,38
34,2,274577,11,9,0,0,4,1,1,0,0,40,38
43,2,193882,11,9,2,3,0,0,0,0,0,40,38
40,2,202872,7,12,4,0,3,0,1,0,0,45,38
34,5,334744,11,9,2,6,0,0,0,0,0,65,38
26,4,318644,14,15,4,9,3,0,0,0,0,20,38
27,2,294451,1,7,2,4,0,0,0,0,0,40,38
58,4,194733,15,10,2,9,0,0,0,0,0,45,38
39,2,176296,7,12,2,10,0,1,0,0,0,60,38
44,2,180599,11,9,4,2,3,0,0,0,0,40,38
35,2,228881,11,9,4,2,2,1,0,0,0,40,32
29,2,161857,11,9,3,7,1,1,1,0,0,40,3
64,1,202738,11,9,2,0,5,0,1,0,0,35,38
24,2,42706,8,11,4,10,1,0,0,0,0,60,38
30,0,234994,15,10,0,3,1,1,0,0,0,40,38
38,2,103456,9,13,5,9,4,0,0,0,0,40,38
41,2,27305,11,9,0,2,1,0,0,0,0,40,38
59,2,172667,11,9,2,13,0,0,0,0,0,40,38
45,2,202560,7,12,5,0,4,0,1,0,0,40,38
41,2,231507,11,9,0,11,4,0,1,0,0,40,38
26,2,255193,1,7,2,3,0,0,0,3411,0,40,38
43,2,175943,11,9,2,11,2,0,1,0,0,20,38
22,2,58916,15,10,4,0,1,0,1,0,0,30,38
48,2,29433,15,10,0,11,4,0,1,0,0,55,38
22,2,173736,11,9,2,2,0,0,0,0,0,40,38
28,5,200068,9,13,4,0,1,1,1,0,0,40,38
26,2,210521,11,9,2,2,0,0,0,0,0,42,38
51,5,71691,9,13,0,3,1,0,0,0,0,60,38
27,1,132718,11,9,4,13,3,1,0,0,0,40,38
34,1,176802,1,7,5,7,4,1,1,0,0,40,38
30,2,289293,2,8,2,2,0,0,0,3908,0,40,5
30,2,243841,11,9,0,7,2,1,1,0,0,40,34
70,3,46577,9,13,6,4,4,0,1,0,0,6,38
59,2,59584,11,9,2,6,0,1,0,0,0,40,38
37,4,205359,15,10,2,3,5,0,1,0,0,15,38
47,4,173938,14,15,4,9,1,0,0,0,2258,20,38
22,2,190290,9,13,4,7,3,0,0,0,0,10,38
44,2,421449,11,9,0,0,4,0,1,0,0,40,38
25,2,184303,15,10,5,8,2,0,1,0,0,30,7
21,5,194096,15,10,4,7,3,0,1,0,0,10,38
40,2,202872,15,10,0,0,4,0,1,0,0,24,38
79,2,333230,11,9,3,9,1,0,0,0,0,6,38
19,5,140985,15,10,4,7,3,0,0,0,0,20,38
34,1,353270,8,11,4,2,3,0,1,0,0,40,38
23,2,116830,2,8,4,2,1,0,0,0,0,50,38
25,2,255647,11,9,2,7,5,0,1,0,0,25,25
46,2,147640,4,3,2,13,0,1,0,0,1902,40,38
55,4,205296,15,10,2,11,5,0,1,0,0,50,38
54,2,302146,11,9,5,7,4,1,1,0,0,20,38
21,2,286853,11,9,4,7,3,0,0,0,0,35,38
37,2,224566,11,9,2,2,0,0,0,0,0,40,38
21,2,256504,11,9,4,7,1,0,1,0,0,40,38
30,1,191777,11,9,4,10,3,1,1,0,0,40,38
23,5,26842,8,11,1,0,5,0,1,0,0,30,38
32,4,319280,7,12,4,11,1,0,0,0,0,80,38
69,2,31501,8,11,6,0,4,0,1,0,0,40,38
39,2,318416,0,6,5,7,3,1,1,0,0,12,38
42,0,348059,7,12,5,9,4,0,1,0,0,40,38
63,1,109849,9,13,4,9,1,1,1,0,0,21,38
19,2,178147,11,9,4,11,3,0,0,0,0,35,38
67,3,51415,15,10,2,11,0,0,0,0,0,40,38
19,2,166153,15,10,4,7,3,0,1,0,0,30,38
27,2,50818,12,14,4,12,1,0,0,0,0,55,38
40,2,112247,9,13,4,3,1,0,1,0,0,50,38
48,2,175468,11,9,3,7,4,0,1,0,0,16,38
35,4,133935,15,10,3,2,1,0,0,0,0,40,38
33,2,31573,11,9,2,6,0,0,0,0,0,40,38
20,2,30035,7,12,4,11,3,0,1,0,0,40,38
34,1,303129,11,9,0,13,1,1,0,0,0,40,38
19,1,43921,15,10,4,6,1,0,0,0,0,40,38
26,2,108542,15,10,2,0,0,0,0,0,0,40,38
17,2,162205,0,6,4,5,3,0,1,0,0,15,38
61,2,179743,11,9,2,2,0,0,0,0,2051,20,38
47,2,198769,15,10,4,0,1,0,1,0,0,40,38
25,2,462869,11,9,4,5,2,0,0,0,0,40,25
21,2,119704,15,10,4,11,4,0,1,0,0,35,38
47,2,148995,11,9,2,2,0,0,0,0,0,40,38
33,2,51185,15,10,2,2,0,0,0,0,0,40,38
24,5,138513,9,13,4,9,1,0,0,0,0,20,38
64,0,168854,15,10,6,3,1,0,1,0,0,25,38
47,2,162302,11,9,0,0,4,0,1,0,0,20,38
47,2,105273,9,13,6,2,4,1,1,6497,0,40,38
29,3,104737,11,9,2,2,0,0,0,0,0,60,38
40,2,260425,7,12,5,12,4,0,1,1471,0,32,38
30,0,127610,9,13,4,0,1,0,1,0,0,35,38
45,2,138626,15,10,0,3,1,0,0,0,1876,50,38
33,2,180624,11,9,0,6,4,1,1,0,0,40,38
21,2,57711,11,9,4,8,1,0,1,0,0,40,38
55,2,286230,1,7,0,11,3,0,1,0,0,20,38
21,2,314182,11,9,4,7,1,0,1,0,0,40,38
40,2,205987,14,15,4,3,1,0,1,0,0,40,4
68,2,192829,7,12,0,3,1,0,1,0,0,43,38
41,2,31221,11,9,0,7,4,0,1,0,0,30,38
27,2,108431,15,10,4,2,1,1,0,0,0,40,38
39,2,316211,9,13,4,9,1,0,0,0,0,40,38
38,2,153685,1,7,0,6,4,1,1,0,0,52,38
44,2,222434,11,9,2,2,0,0,0,0,0,40,38
22,2,250647,15,10,4,0,3,0,0,0,0,12,38
34,2,57426,9,13,4,11,1,0,0,0,0,45,38
23,2,224716,15,10,4,11,1,0,0,0,0,35,38
58,2,142724,11,9,4,3,1,0,1,0,0,43,38
20,2,420973,15,10,4,0,3,0,1,0,0,20,38
37,2,231491,11,9,2,2,0,0,0,0,0,35,38
37,2,188069,11,9,2,6,0,0,0,0,0,40,38
25,2,307643,11,9,2,13,0,0,0,0,0,40,38
69,4,92472,0,6,3,4,1,0,0,3273,0,45,38
34,2,159442,11,9,4,9,1,0,1,0,0,37,20
52,2,186272,11,9,0,11,1,0,0,0,0,40,38
39,4,327120,11,9,2,2,0,0,0,0,0,40,31
46,2,233802,11,9,2,12,0,1,0,0,0,40,38
43,2,94113,15,10,0,3,1,0,0,0,0,45,38
45,2,90992,11,9,2,13,0,0,0,0,0,70,38
35,2,48123,2,8,2,2,5,0,1,0,0,50,38
38,2,498785,11,9,2,5,0,0,0,0,0,40,38
51,4,94432,11,9,2,4,0,0,0,0,0,55,38
32,2,50753,11,9,2,13,0,0,0,0,0,40,38
22,2,234641,11,9,4,13,3,0,0,0,0,40,38
31,2,85374,11,9,4,7,1,0,0,0,0,42,38
24,4,37440,9,13,4,4,4,0,0,0,0,50,38
25,2,236242,14,15,4,9,1,0,1,0,0,30,38
32,2,185177,8,11,5,12,3,0,0,0,1590,40,38
54,4,205066,0,6,2,2,0,0,0,0,0,36,38
21,2,27049,15,10,4,11,3,0,1,0,0,20,38
23,2,89089,9,13,4,11,1,0,1,0,0,30,38
24,2,183410,15,10,4,11,3,0,1,0,0,17,38
37,2,172232,11,9,0,7,1,1,1,0,0,30,38
22,1,137510,11,9,4,4,3,0,0,0,0,40,38
57,2,96346,11,9,6,9,1,0,1,0,0,57,38
31,2,189759,11,9,2,13,0,0,0,0,0,50,38
52,5,206775,11,9,2,13,0,0,0,0,0,40,38
23,2,162282,7,12,4,5,1,0,0,0,0,25,38
24,5,166851,12,14,4,9,1,0,0,0,0,13,38
24,4,83374,15,10,4,9,1,1,0,0,0,30,38
24,2,310380,15,10,3,0,3,1,1,0,0,45,38
26,4,200681,11,9,2,3,0,0,0,0,0,40,27
31,2,195136,7,12,0,7,1,0,1,0,0,32,38
27,2,221166,6,5,4,4,3,0,0,0,0,40,38
30,2,213002,15,10,2,12,0,1,0,0,0,14,38
30,4,196342,15,10,4,11,3,0,0,0,0,25,38
26,2,304283,11,9,2,6,0,0,0,0,0,40,38
23,2,157951,15,10,4,3,1,0,1,0,0,50,38
53,1,181755,12,14,0,9,1,0,1,0,0,35,38
31,4,312055,11,9,2,3,0,0,0,0,0,70,38
43,2,52498,11,9,0,3,4,0,1,0,0,40,38
22,2,308205,4,3,4,4,2,0,0,0,0,40,25
40,4,325159,15,10,2,12,0,0,0,0,0,50,38
25,2,135568,6,5,2,5,0,0,0,0,0,40,38
22,2,167868,11,9,4,11,1,0,1,0,0,30,38
28,5,189346,15,10,2,7,0,0,0,0,0,40,38
39,2,421633,15,10,0,10,4,1,1,0,0,30,38
58,4,331474,11,9,2,0,5,0,1,0,0,20,38
43,4,56920,11,9,2,2,0,0,0,0,0,60,38
82,2,152148,5,4,2,5,0,0,0,0,0,2,38
61,4,44983,11,9,2,2,0,0,0,0,0,20,38
38,2,96732,6,5,2,4,0,0,0,0,0,60,25
36,2,129150,15,10,2,9,0,0,0,0,0,20,38
32,2,156192,11,9,4,7,3,0,0,0,0,20,38
29,2,131913,15,10,4,0,2,1,1,0,0,40,38
24,1,310355,9,13,2,9,0,0,0,0,0,20,10
33,2,120201,11,9,0,0,3,1,1,0,0,65,38
58,5,300623,11,9,0,0,4,0,1,0,0,40,38
69,1,286983,15,10,2,7,0,0,0,0,0,40,38
29,2,40083,10,16,4,9,1,0,0,0,0,40,1
17,2,143331,1,7,4,11,3,0,0,0,0,20,38
31,2,331065,9,13,4,3,1,0,1,0,1408,40,38
23,2,543028,11,9,4,11,3,1,0,0,0,40,38
25,2,323229,9,13,2,13,0,0,0,0,0,40,38
17,2,153035,0,6,4,11,3,0,1,0,0,20,38
32,2,857532,11,9,4,6,3,1,0,0,0,40,38
33,2,40681,15,10,4,9,1,0,1,3674,0,16,38
38,2,193372,15,10,4,3,3,0,1,0,0,40,38
25,2,101684,0,6,2,13,0,0,0,0,0,40,38
29,5,67053,11,9,4,7,1,1,0,0,0,40,36
38,2,393945,8,11,0,12,1,0,1,0,0,36,38
45,2,156117,8,11,0,9,1,0,1,0,0,32,38
35,2,331395,15,10,4,3,1,0,0,0,0,50,38
20,2,245297,15,10,4,7,1,0,1,0,0,35,38
53,4,138022,1,7,0,2,1,0,0,0,0,60,38
24,2,125012,9,13,3,0,3,1,1,0,0,20,38
23,2,442274,2,8,4,0,4,0,0,0,0,40,38
30,2,257874,9,13,4,11,1,0,1,0,0,30,38
39,2,174330,11,9,5,2,4,0,0,0,0,40,38
39,2,140854,11,9,4,9,1,0,0,0,0,50,38
55,5,71630,11,9,0,0,1,0,1,0,1617,40,38
42,3,223566,14,15,4,3,1,0,0,0,0,15,38
21,2,116358,11,9,4,7,3,1,0,0,0,40,29
33,2,195488,11,9,2,0,5,0,1,0,0,52,38
35,2,110013,9,13,0,7,3,0,1,0,0,40,38
36,0,68781,15,10,2,0,0,0,0,0,0,35,38
23,2,85088,15,10,4,7,3,0,1,0,0,37,38
19,2,195985,11,9,4,7,1,0,1,0,0,40,38
18,2,127273,1,7,4,7,2,0,0,0,0,20,38
23,2,162551,9,13,4,0,1,1,1,0,0,20,38
39,2,315291,11,9,4,0,4,1,1,0,0,40,38
29,2,144592,9,13,4,11,3,0,0,0,0,40,38
34,2,62165,15,10,4,11,2,1,0,0,0,30,38
29,2,97189,8,11,4,0,3,0,1,0,0,40,38
22,2,106700,7,12,4,0,3,0,1,0,0,27,38
48,2,440706,5,4,2,6,0,0,0,0,0,40,38
31,4,145714,0,6,2,2,0,0,0,0,0,48,38
31,1,101761,9,13,4,9,1,0,1,0,0,40,38
25,3,98756,15,10,0,0,3,0,1,0,0,50,38
41,2,213351,11,9,2,3,0,0,0,0,0,40,38
36,2,22494,15,10,0,3,4,0,1,0,0,40,38
20,2,163665,15,10,4,13,3,0,1,0,0,17,38
32,2,205152,9,13,4,2,3,0,0,0,0,40,38
41,2,180572,9,13,0,9,1,0,1,0,0,50,38
43,2,459342,11,9,0,0,1,0,1,0,0,40,38
22,2,401335,15,10,4,7,4,1,1,0,0,30,38
65,2,143175,15,10,6,11,2,0,1,0,0,45,38
47,4,83064,9,13,2,4,0,0,0,0,0,60,38
47,4,267879,11,9,2,2,0,1,0,3103,0,50,38
29,1,167544,7,12,0,7,4,0,1,0,0,13,38
24,2,103277,11,9,4,0,1,0,1,2597,0,40,38
19,2,205829,11,9,4,11,3,0,1,0,0,35,38
23,2,224954,15,10,4,6,3,0,0,0,0,25,38
17,1,292285,1,7,4,9,3,0,1,0,0,25,38
56,4,170217,11,9,2,4,0,0,0,0,0,45,38
19,2,117595,11,9,4,7,3,0,0,0,0,24,38
22,2,264765,15,10,4,4,3,0,0,0,0,10,38
38,1,287658,12,14,0,9,1,1,0,0,0,40,22
31,3,41493,9,13,4,4,1,0,1,0,0,45,38
44,2,138845,15,10,2,13,0,0,0,0,0,40,38
17,2,117477,0,6,4,7,3,0,0,0,0,40,38
22,2,400966,15,10,4,0,3,0,1,0,0,40,38
22,2,325179,15,10,4,9,3,0,0,0,0,50,38
37,0,243177,15,10,4,0,1,1,1,0,0,40,38
34,2,149943,11,9,4,7,1,1,0,0,0,40,23
33,2,121966,11,9,0,0,1,0,1,0,0,40,38
41,2,36699,15,10,0,3,1,0,0,4650,0,40,38
23,2,175431,11,9,4,6,1,0,0,2174,0,40,38
46,2,172695,1,7,6,7,1,0,1,0,0,27,7
48,2,273435,11,9,2,2,0,0,0,0,1579,40,38
45,2,50163,11,9,0,7,1,0,1,0,0,30,38
32,2,45796,15,10,2,4,0,0,0,0,0,60,38
33,4,249249,4,3,2,2,0,0,0,0,0,50,38
18,2,205894,1,7,4,11,3,0,0,0,0,15,38
53,2,176185,11,9,2,2,0,0,0,0,0,40,38
62,2,81116,15,10,0,0,1,0,0,0,1974,40,38
67,2,23580,7,12,0,12,1,0,1,0,0,40,38
55,2,189933,0,6,2,2,0,0,0,0,0,40,38
18,2,152508,1,7,2,11,5,1,1,0,0,20,38
18,2,39529,2,8,4,7,3,0,1,0,0,32,38
31,1,224234,11,9,2,13,0,1,0,0,0,40,38
58,2,298601,6,5,2,6,0,1,0,3781,0,40,38
29,2,137240,15,10,0,5,1,0,0,0,0,45,38
58,2,343957,9,13,0,11,1,0,0,0,0,50,38
31,2,345277,9,13,0,9,1,0,1,0,0,40,38
41,5,180272,12,14,4,9,3,0,1,0,0,35,38
40,2,54102,15,10,0,11,1,0,1,0,0,20,38
34,4,168906,15,10,0,0,4,0,1,0,0,50,38
52,4,190333,11,9,0,4,1,0,0,0,0,25,38
49,2,256417,11,9,2,3,0,0,0,5013,0,40,25
44,2,297991,7,12,4,3,1,1,1,0,0,50,38
56,2,301835,4,3,5,6,1,0,0,0,0,40,38
36,2,235371,11,9,4,11,1,0,1,0,0,40,38
29,2,377414,7,12,0,12,1,0,1,0,0,40,38
21,2,262634,5,4,4,4,1,0,0,0,0,36,38
58,4,163047,9,13,0,9,1,0,1,0,0,40,38
53,1,188644,4,3,2,7,0,0,0,0,0,40,25
49,1,199862,11,9,2,6,0,0,0,0,2179,40,38
51,2,320513,5,4,3,2,1,1,0,0,0,50,5
46,2,364913,1,7,2,13,0,1,0,0,0,40,38
46,2,117605,6,5,0,11,1,0,0,0,0,35,38
41,4,366483,11,9,2,4,0,0,0,0,0,36,25
31,2,328118,15,10,4,7,1,0,1,0,0,20,38
21,5,82497,15,10,4,0,3,0,1,0,0,20,38
62,2,109463,15,10,5,11,4,0,1,0,1617,33,38
52,2,125932,5,4,6,7,1,0,1,0,0,40,38
47,2,251508,11,9,0,12,1,0,1,0,0,36,38
60,2,73069,15,10,4,0,1,0,1,0,0,38,38
24,2,96844,15,10,4,0,1,0,1,0,0,17,38
22,2,239954,15,10,4,0,2,0,0,0,0,40,38
44,2,118550,11,9,0,7,4,0,1,0,0,33,38
40,2,87771,11,9,4,0,1,0,1,0,0,40,38
43,2,120277,15,10,0,11,4,0,0,0,0,55,38
28,2,183597,10,16,4,9,1,0,0,594,0,50,10
33,2,159737,11,9,5,5,4,1,1,0,0,40,38
41,2,144460,15,10,0,6,3,0,0,0,0,40,21
32,2,185732,1,7,0,7,4,0,1,0,0,40,38
36,2,129591,11,9,4,7,1,0,0,0,0,40,38
17,2,150262,1,7,4,11,3,0,1,0,0,20,38
23,1,203353,9,13,4,3,3,0,1,0,0,12,38
31,2,197252,5,4,2,7,0,0,0,0,0,40,25
29,0,440647,15,10,4,0,2,0,0,0,0,40,38
22,2,99199,15,10,4,0,3,0,0,0,0,50,38
46,2,282165,11,9,0,0,4,1,1,0,0,40,38
23,2,172232,11,9,4,12,3,0,0,0,0,50,38
30,0,97355,15,10,5,9,1,0,1,0,0,40,38
54,2,221915,14,15,4,9,2,0,1,0,0,65,38
38,5,143517,9,13,4,3,3,0,0,0,0,40,38
37,2,121772,11,9,4,2,1,1,0,0,0,40,16
34,2,148291,11,9,2,12,5,0,1,0,0,32,38
36,2,214031,0,6,2,13,0,0,0,0,0,80,38
51,2,300816,9,13,4,0,4,0,0,0,0,20,38
19,2,138946,5,4,4,2,3,0,0,0,0,40,38
24,2,232328,6,5,0,7,3,0,1,0,0,35,38
17,2,214787,2,8,4,0,3,0,1,0,0,25,38
27,4,132686,11,9,2,13,0,0,0,0,0,50,38
41,1,170924,15,10,4,9,2,0,0,0,0,7,38
20,2,91939,11,9,4,0,1,1,1,0,1721,30,38
19,2,243942,15,10,4,6,1,0,0,0,0,40,38
37,2,356250,11,9,2,2,0,1,0,0,0,40,34
34,2,235062,11,9,4,2,1,0,0,0,0,45,38
19,4,36012,15,10,4,2,3,0,0,0,0,20,38
19,2,126501,1,7,4,0,3,1,1,0,0,15,34
21,2,185551,11,9,4,11,3,0,1,0,0,36,38
21,2,138816,11,9,4,5,3,1,0,0,0,20,38
39,2,465334,1,7,0,4,4,0,0,0,0,1,38
59,2,158077,15,10,0,0,4,0,1,0,0,40,38
43,2,341204,15,10,0,0,1,0,1,0,0,40,38
50,1,363405,15,10,6,0,4,0,1,0,0,40,38
26,2,275703,15,10,2,11,0,0,0,0,0,40,38
46,1,111558,15,10,0,6,3,0,1,0,0,40,38
17,2,156501,2,8,4,7,3,0,1,0,0,16,38
56,2,359972,15,10,0,2,1,0,0,0,0,40,38
37,2,144005,15,10,4,11,1,0,0,0,0,50,38
30,2,243165,11,9,2,3,0,0,0,0,0,40,38
47,4,304223,15,10,2,11,0,0,0,0,0,40,38
36,2,272944,11,9,4,13,1,0,0,0,0,45,38
50,2,126592,11,9,5,2,1,1,0,0,0,40,38
17,2,147069,1,7,4,7,3,0,1,0,0,16,38
45,4,40666,8,11,2,4,0,0,0,0,0,60,38
37,2,143582,8,11,4,0,1,1,1,4101,0,35,38
20,2,316043,1,7,4,7,3,1,0,594,0,20,38
25,2,250038,6,5,4,4,2,0,0,0,0,45,25
19,2,292583,11,9,4,7,3,0,1,0,0,30,38
57,4,123778,11,9,2,11,0,0,0,0,0,48,38
27,2,180271,11,9,2,6,0,0,0,0,0,43,38
28,2,100219,11,9,4,6,3,0,0,0,0,45,38
44,2,335223,11,9,2,5,0,0,0,0,0,40,38
20,2,196678,2,8,4,0,3,0,1,0,0,40,38
36,5,194630,11,9,6,3,1,0,1,0,0,40,38
19,2,354104,11,9,4,5,3,0,0,0,0,30,38
28,5,119793,15,10,2,10,0,0,0,0,0,40,38
66,3,185369,0,6,2,11,0,0,0,0,0,30,38
27,2,220748,11,9,4,5,2,1,0,0,0,48,38
21,2,197918,11,9,4,13,3,0,0,0,0,40,38
50,5,46401,15,10,0,3,1,0,1,0,0,40,38
43,2,200355,11,9,2,13,0,0,0,0,0,70,38
48,1,39464,12,14,4,9,1,0,1,0,0,52,38
48,2,47686,1,7,2,7,5,0,1,0,0,40,38
63,4,181561,15,10,0,3,1,0,0,0,0,50,38
35,2,228190,11,9,2,13,0,1,0,0,0,40,38
55,1,212448,11,9,0,0,1,0,1,0,0,40,38
62,2,136314,15,10,2,0,5,0,1,0,0,40,38
37,4,107410,11,9,2,6,0,0,0,0,0,40,38
36,2,80743,11,9,2,7,5,1,1,0,0,40,34
65,2,330144,15,10,2,3,0,0,0,0,0,40,38
32,2,239150,15,10,4,2,1,1,0,0,0,40,38
32,2,118551,11,9,0,7,4,0,1,0,0,80,38
19,2,87653,15,10,4,7,3,0,1,0,0,25,38
53,2,174020,12,14,0,9,4,0,1,0,1876,38,38
26,2,234258,11,9,2,6,0,1,0,0,0,40,38
46,1,301124,12,14,4,9,1,0,1,0,1564,45,38
24,1,162919,15,10,4,0,1,0,1,0,0,40,38
40,2,191544,11,9,4,7,1,0,1,0,0,35,38
56,2,219762,11,9,2,11,5,0,1,0,0,35,38
61,2,163729,11,9,0,6,1,0,1,0,0,40,38
32,0,125856,11,9,0,2,4,0,0,0,0,40,38
32,2,169955,15,10,2,7,5,0,1,0,0,36,32
37,2,260093,11,9,4,0,4,1,1,0,0,40,38
18,2,157131,2,8,4,11,3,0,1,0,0,8,38
42,1,131167,12,14,4,9,1,0,1,0,0,45,38
18,2,102690,1,7,4,6,3,1,0,0,0,40,38
37,2,189251,10,16,5,9,4,0,1,0,0,40,38
17,2,188996,6,5,4,11,1,0,1,0,0,30,38
26,2,184303,4,3,3,8,2,0,1,0,0,8,7
58,2,111385,11,9,4,2,1,0,0,0,0,40,38
28,2,137898,7,12,4,11,3,0,1,0,0,35,38
